date,region,product,orders,sessions,units_sold,unit_price,discount,revenue,product_cost,marketing_spend
2026-07-05,East,Product B,496,14259,629,2280,67631.14988229054,1366488.8501177095,761851.1391216752,50283.83356843249
2026-07-05,East,Product C,568,16220,768,2460,131217.29805287984,1758062.7019471203,1006255.2669107001,98527.55925673954
2026-07-05,East,Product D,572,16397,797,2640,88525.32312443397,2015554.6768755661,1216994.849024276,116525.62749413436
2026-07-05,West,Product A,536,15268,702,2100,62194.54376714295,1412005.456232857,859170.706240872,82909.3378322392
2026-07-05,West,Product B,622,17538,901,2280,131151.20715467219,1923128.7928453279,1034806.4029401598,92456.95720305179
2026-07-05,West,Product C,567,16289,799,2460,166369.3746488101,1799170.6253511899,936902.0796347802,93003.12537729726
2026-07-05,West,Product D,581,16606,724,2640,96950.8631514131,1814409.1368485868,1092948.5995541248,66031.57323211191
2026-07-06,North,Product A,436,12541,593,2100,80296.26062422978,1165003.7393757703,637975.9023499342,41193.69023490953
2026-07-06,North,Product B,483,13827,689,2280,81430.11460542155,1489489.8853945783,898107.0141076467,73153.30080164483
2026-07-06,North,Product C,490,13993,619,2460,135017.75083480525,1387722.2491651948,801273.018663306,83782.04305422313
2026-07-06,North,Product D,511,14612,666,2640,109297.0981970347,1648942.9018029652,927279.5916991634,82182.49818998936
2026-07-06,South,Product A,506,14479,598,2100,75151.93296379608,1180648.067036204,696877.5669387374,55300.299505152565
2026-07-06,South,Product B,496,13982,670,2280,102811.2212062403,1424788.7787937596,849388.4617251775,71321.17501649048
2026-07-06,South,Product C,457,13081,556,2460,92523.46488471329,1275236.5351152867,702610.6692224669,49612.75221194967
2026-07-06,South,Product D,529,15198,708,2640,104198.45359696545,1764921.5464030346,934843.2146958052,113480.64233930463
2026-07-06,East,Product A,528,14858,722,2100,78384.28247178927,1437815.7175282107,845650.8684339711,88129.21412203899
2026-07-06,East,Product B,530,15157,638,2280,126038.54425594863,1328601.4557440514,691597.0022780086,49005.62640523084
2026-07-06,East,Product C,536,15189,690,2460,113882.33442342166,1583517.6655765784,867155.3005773382,55530.67328614953
2026-07-06,East,Product D,566,16210,660,2640,100093.136183534,1642306.863816466,944340.7226681175,73559.20942049177
2026-07-06,West,Product A,558,15982,726,2100,73958.88903068178,1450641.1109693183,828763.0647928464,87848.04190977664
2026-07-06,West,Product B,542,15523,637,2280,121740.76493981326,1330619.2350601868,736050.4176204494,87702.45456210748
2026-07-06,West,Product C,570,16301,782,2460,108690.32582101783,1815029.6741789822,1003599.2694174246,121282.47719374734
2026-07-06,West,Product D,602,17097,872,2640,186615.9117074121,2115464.088292588,1261240.3712855894,90750.66922359462
2026-07-07,North,Product A,439,12552,560,2100,76611.27227023787,1099388.7277297622,633836.0685091919,40608.529621619695
2026-07-07,North,Product B,424,12179,588,2280,97076.38539775483,1243563.6146022452,688977.1888684863,61078.12899860285
2026-07-07,North,Product C,494,14092,603,2460,76225.61324561005,1407154.3867543899,847284.1935498749,88662.9184778381
2026-07-07,North,Product D,483,13777,561,2640,130759.14490502933,1350280.8550949707,809021.3654878332,55055.642252270394
2026-07-07,South,Product A,499,14262,682,2100,72408.72203081046,1359791.2779691895,774977.504575933,74327.61865966665
2026-07-07,South,Product B,535,15259,718,2280,127804.35471406674,1509235.6452859333,876211.3266937889,87528.7998072626
2026-07-07,South,Product C,502,14266,719,2460,126308.89697885491,1642431.103021145,978844.141053866,84906.3892746592
2026-07-07,South,Product D,510,14615,658,2640,91615.29539179317,1645504.7046082069,987875.0942956314,67886.74532984462
2026-07-07,East,Product A,465,13380,562,2100,100671.68227572167,1079528.3177242784,564471.8200062988,37992.17540836747
2026-07-07,East,Product B,527,15086,660,2280,81831.83273474069,1422968.1672652592,823699.1434739672,59685.90963510855
2026-07-07,East,Product C,497,14258,615,2460,122627.02902089377,1390272.9709791061,796841.7984588222,63584.94802330799
2026-07-07,East,Product D,570,16178,822,2640,133042.63094060874,2037037.3690593913,1210895.9528843784,78209.58435252623
2026-07-07,West,Product A,484,13771,570,2100,76921.90907445399,1120078.090925546,655907.5364574605,51370.726545699006
2026-07-07,West,Product B,523,14812,722,2280,76962.54551902281,1569197.4544809773,922822.4475462851,106857.20690195577
2026-07-07,West,Product C,526,14974,660,2460,115769.46531688911,1507830.534683111,833613.0719638773,103648.92289728372
2026-07-07,West,Product D,560,15900,777,2640,105911.39547898665,1945368.6045210133,1141435.6617175017,90735.27600739955
2026-07-08,North,Product A,428,12272,504,2100,80124.23778878948,978275.7622112106,588545.536220349,59804.664047469785
2026-07-08,North,Product B,418,11860,594,2280,108305.23280835788,1246014.7671916422,736857.9634292293,79970.03931317636
2026-07-08,North,Product C,488,13935,564,2460,58172.19078656653,1329267.8092134334,746749.1860590992,83171.74202341682
2026-07-08,North,Product D,499,14252,703,2640,91096.23442422006,1764823.7655757798,1053120.796555117,78523.99549740503
2026-07-08,South,Product A,455,12990,614,2100,108303.94677396564,1181096.0532260344,635586.7097404595,46465.51438107478
2026-07-08,South,Product B,547,15548,629,2280,124262.05864400564,1309857.9413559944,784828.6396194531,88621.28052709681
2026-07-08,South,Product C,516,14770,689,2460,110902.59719137238,1584037.4028086276,933049.0794565292,77384.46698686783
2026-07-08,South,Product D,523,15056,644,2640,121515.6623265452,1578644.3376734548,823505.2480384918,77003.8324732575
2026-07-08,East,Product A,520,14855,625,2100,75419.01800697659,1237080.9819930233,696925.9019281582,82088.00637831341
2026-07-08,East,Product B,473,13622,661,2280,102257.38927608881,1404822.610723911,805432.147079609,61437.11107158655
2026-07-08,East,Product C,530,15202,633,2460,109249.69930378196,1447930.300696218,853366.225531497,57043.86795771996
2026-07-08,East,Product D,543,15646,680,2640,127337.44743897278,1667862.5525610272,928056.2855126564,59419.552664427356
2026-07-08,West,Product A,537,15489,754,2100,78951.30515601304,1504448.694843987,913579.3859278773,57995.564830338306
2026-07-08,West,Product B,548,15623,657,2280,84577.89678490577,1413382.1032150942,761859.1118546661,98339.91590397917
2026-07-08,West,Product C,572,16299,727,2460,73888.75332151321,1714531.2466784867,996732.9165116801,95612.96969394953
2026-07-08,West,Product D,610,17418,775,2640,136417.77135269178,1909582.2286473082,1048607.6257765926,83527.83298958848
2026-07-09,North,Product A,403,11476,502,2100,64352.20145808051,989847.7985419194,537709.8117609195,63741.96868790519
2026-07-09,North,Product B,474,13494,582,2280,64310.56183665751,1262649.4381633424,746208.487299687,58018.6067664479
2026-07-09,North,Product C,495,14174,714,2460,128248.64228618541,1628191.3577138146,986776.799714949,96206.33256580697
2026-07-09,North,Product D,542,15452,648,2640,79066.03531058191,1631653.9646894182,913975.2366305911,79426.24064796366
2026-07-09,South,Product A,427,12268,568,2100,72193.24351282723,1120606.7564871728,670049.8997812943,54548.50610331209
2026-07-09,South,Product B,451,12916,649,2280,105086.66651228303,1374633.333487717,791929.5892721957,63829.15552623618
2026-07-09,South,Product C,472,13492,581,2460,127187.21990330637,1302072.7800966937,741874.2930899229,58427.66343441021
2026-07-09,South,Product D,518,14737,718,2640,159418.63234631883,1736101.3676536812,1021030.4198721283,90328.25418579039
2026-07-09,East,Product A,523,14960,731,2100,67266.6024258335,1467833.3975741665,844390.0542746811,65059.202816176476
2026-07-09,East,Product B,534,15256,635,2280,76541.88630210706,1371258.113697893,784476.0721091552,62342.53230713321
2026-07-09,East,Product C,481,13723,642,2460,90185.55213609745,1489134.4478639024,833382.2899445336,84789.4701566032
2026-07-09,East,Product D,653,18663,831,2640,165572.16853056755,2028267.8314694325,1203026.4930897674,117050.56243193487
2026-07-09,West,Product A,516,14609,694,2100,129262.16965515741,1328137.8303448425,795583.7443630074,51889.5864892256
2026-07-09,West,Product B,575,16201,711,2280,92753.13834772885,1528326.8616522711,834038.103627239,76604.46995075386
2026-07-09,West,Product C,537,15243,671,2460,118812.54107056883,1531847.4589294312,887763.0510629031,58439.49761403205
2026-07-09,West,Product D,580,16657,725,2640,123067.26560062988,1790932.7343993702,1041329.944609073,65315.33925450357
2026-07-10,North,Product A,381,10837,485,2100,83842.18534403467,934657.8146559653,544453.6542015725,35585.62134528915
2026-07-10,North,Product B,472,13638,594,2280,101418.17353545433,1252901.8264645457,682687.4441245208,75094.54705213699
2026-07-10,North,Product C,518,14862,716,2460,150781.67316072615,1610578.3268392738,860527.5541216712,112627.7289713688
2026-07-10,North,Product D,481,13793,690,2640,88244.9256608763,1733355.0743391237,938408.4338382661,97648.11451267941
2026-07-10,South,Product A,465,13208,583,2100,103078.14619648238,1121221.8538035175,654675.560340345,46090.36620603638
2026-07-10,South,Product B,528,15147,613,2280,69575.86027859799,1328064.139721402,759352.2051439552,66186.69081199335
2026-07-10,South,Product C,533,15230,734,2460,116864.76692271006,1688775.23307729,932573.4138447599,71746.68902373024
2026-07-10,South,Product D,517,14877,645,2640,89842.87068090192,1612957.129319098,861406.1310625306,83587.26627426673
2026-07-10,East,Product A,461,13172,589,2100,79217.16511170876,1157682.8348882913,637670.4364801291,73996.11850975057
2026-07-10,East,Product B,546,15566,763,2280,90712.42349010943,1648927.5765098906,956508.5807515561,98681.00777455789
2026-07-10,East,Product C,563,15979,672,2460,72216.00585587177,1580903.9941441282,898740.0243047897,107514.12900702226
2026-07-10,East,Product D,488,13885,599,2640,69177.74357843598,1512182.256421564,811088.4565241067,67423.736675298
2026-07-10,West,Product A,540,15380,759,2100,110353.7895242299,1483546.21047577,776360.4923796497,75768.3523458561
2026-07-10,West,Product B,513,14808,691,2280,118460.90809413268,1457019.0919058672,793735.7497917507,81224.56030403482
2026-07-10,West,Product C,589,16685,692,2460,136549.87537847678,1565770.1246215233,888814.8431128839,80413.9910903712
2026-07-10,West,Product D,565,16071,730,2640,162683.75893451239,1764516.2410654877,926209.0019367732,65665.74382323006
2026-07-11,North,Product A,425,12222,573,2100,49067.37969337139,1154232.6203066285,690589.4342881936,50601.60517533671
2026-07-11,North,Product B,440,12626,527,2280,68180.72334707885,1133379.2766529212,660702.3441772766,78693.12142769633
2026-07-11,North,Product C,476,13704,562,2460,100617.23220267048,1281902.7677973295,748111.2002235254,85025.19482571067
2026-07-11,North,Product D,484,13817,607,2640,70525.2544159578,1531954.7455840423,878627.9471703261,106325.72401077181
2026-07-11,South,Product A,501,14296,605,2100,68441.90204032262,1202058.0979596775,636056.8140211068,79756.90776333076
2026-07-11,South,Product B,503,14536,593,2280,79282.3315571978,1272757.6684428023,727845.1230117439,85165.74346948319
2026-07-11,South,Product C,476,13831,620,2460,129203.97112368059,1395996.0288763195,845818.9462185906,56649.05298702107
2026-07-11,South,Product D,566,16083,690,2640,122056.23986650794,1699543.760133492,973334.2228387581,79106.13962105809
2026-07-11,East,Product A,527,15014,629,2100,101448.52544276409,1219451.4745572358,676757.5525382126,79263.93160731521
2026-07-11,East,Product B,573,16376,704,2280,108809.74857535317,1496310.251424647,890476.9764700631,84339.2245070453
2026-07-11,East,Product C,517,14773,645,2460,74389.14639679101,1512310.853603209,891439.6773993811,82436.51008135838
2026-07-11,East,Product D,585,16782,753,2640,139959.03588036,1847960.96411964,1052506.9770477596,105014.36596906358
2026-07-11,West,Product A,522,14864,678,2100,121127.95945553192,1302672.040544468,702385.7032003728,50790.85093393382
2026-07-11,West,Product B,574,16432,663,2280,101746.60495002948,1409893.3950499706,848275.4343862318,95443.48579999211
2026-07-11,West,Product C,570,16212,732,2460,76355.16428276192,1724364.835717238,1005285.3798773302,73791.42337886577
2026-07-11,West,Product D,596,17096,790,2640,160062.39107192503,1925537.608928075,1020155.5526327875,95985.25462638431
2026-07-12,North,Product A,435,12400,565,2100,62120.17938688719,1124379.8206131128,610217.5275011333,41438.93568749935
2026-07-12,North,Product B,458,13118,636,2280,66977.85069926563,1383102.1493007343,756036.7958134785,84805.0959856165
2026-07-12,North,Product C,470,13414,546,2460,90388.0383630785,1252771.9616369214,740486.2563708632,46069.98398386798
2026-07-12,North,Product D,559,15951,752,2640,178570.98131871846,1806709.0186812815,1047597.564707612,80253.49171241726
2026-07-12,South,Product A,471,13467,607,2100,67523.43172166904,1207176.5682783308,727537.9243829253,42921.54735356752
2026-07-12,South,Product B,517,14742,686,2280,84555.6967287577,1479524.3032712424,775364.2577976255,81794.79246979825
2026-07-12,South,Product C,485,13730,640,2460,83354.65124666247,1491045.3487533375,802388.4818127479,62929.625706498344
2026-07-12,South,Product D,497,14248,601,2640,118153.02888396195,1468486.971116038,792915.4333568409,80023.61429896805
2026-07-12,East,Product A,471,13519,544,2100,93818.01561657709,1048581.9843834229,577382.5870783294,61879.34496832813
2026-07-12,East,Product B,534,15276,672,2280,97688.62953290826,1434471.3704670917,821944.4927037738,57308.95494739597
2026-07-12,East,Product C,535,15154,766,2460,76636.19164467292,1807723.808355327,1094206.7491806028,65364.497626089236
2026-07-12,East,Product D,589,16806,680,2640,127981.67779668227,1667218.3222033177,1001874.6693155287,64622.03133702381
2026-07-12,West,Product A,546,15641,699,2100,63582.167859240406,1404317.8321407596,775815.4130490252,69230.9607878846
2026-07-12,West,Product B,491,13861,634,2280,89399.24803412409,1356120.751965876,751131.2934278776,89296.18630774533
2026-07-12,West,Product C,634,17902,897,2460,142851.24018704332,2063768.7598129567,1124478.7312816086,110603.73374726942
2026-07-12,West,Product D,630,18125,776,2640,94531.74765952537,1954108.2523404746,1085052.9765601165,93826.36285103999
2026-07-13,North,Product A,404,11547,572,2100,70469.25236208383,1130730.7476379161,659304.592623777,40621.81009544204
2026-07-13,North,Product B,434,12493,520,2280,75143.98001650766,1110456.0199834923,595831.7591863456,44435.855043362535
2026-07-13,North,Product C,423,11892,571,2460,115092.44609274965,1289567.5539072503,749815.9735629497,67818.89051570298
2026-07-13,North,Product D,484,13950,569,2640,98662.8599947121,1403497.140005288,830278.7884693699,68888.74029707698
2026-07-13,South,Product A,399,11235,515,2100,78712.02480660456,1002787.9751933954,542963.8349103011,60882.93377036897
2026-07-13,South,Product B,439,12442,579,2280,58486.835619196536,1261633.1643808035,704990.0414918133,69597.56518037803
2026-07-13,South,Product C,505,14344,716,2460,157402.76225665474,1603957.2377433453,947468.0182886295,56277.04506676447
2026-07-13,South,Product D,525,15002,737,2640,157519.74298838188,1788160.257011618,981926.9203682343,70575.09531411337
2026-07-13,East,Product A,488,13886,657,2100,77470.05122350066,1302229.9487764994,752931.9459476011,83053.73133044325
2026-07-13,East,Product B,516,14587,714,2280,68968.30772548217,1558951.6922745178,837552.6207115168,97677.12977743303
2026-07-13,East,Product C,536,15284,619,2460,63559.79984369611,1459180.2001563038,837320.6065289207,86009.72384041557
2026-07-13,East,Product D,553,15895,703,2640,99171.21508172038,1756748.7849182796,1060080.7285000817,119464.90274449413
2026-07-13,West,Product A,496,14217,589,2100,89629.79602228127,1147270.2039777187,604669.4442965062,75729.98245252711
2026-07-13,West,Product B,521,14739,647,2280,80244.71670716669,1394915.2832928333,736214.9692204051,80413.87759496387
2026-07-13,West,Product C,536,15421,652,2460,115579.84202570755,1488340.1579742925,824727.277320772,80419.63971718927
2026-07-13,West,Product D,607,17332,753,2640,111829.41160951508,1876090.588390485,1006628.3604398739,83037.16160755734
2026-07-14,North,Product A,364,10324,424,2100,38708.34171221504,851691.658287785,482584.043109188,38448.93534840232
2026-07-14,North,Product B,474,13494,554,2280,65247.33995312453,1197872.6600468755,683811.1547858985,43325.20469332093
2026-07-14,North,Product C,435,12434,509,2460,78801.15853927885,1173338.841460721,614187.0385691845,81328.13951677787
2026-07-14,North,Product D,484,13869,577,2640,84936.07495354634,1438343.9250464537,793654.1749879579,54392.01566754377
2026-07-14,South,Product A,420,11867,503,2100,56137.25180215391,1000162.7481978461,586380.8026461406,46793.76630127378
2026-07-14,South,Product B,475,13609,621,2280,85723.63826940715,1330156.3617305928,772614.5166314803,57143.0155297686
2026-07-14,South,Product C,556,15795,705,2460,151417.19378040027,1582882.8062195997,864713.5083920708,56106.69570378885
2026-07-14,South,Product D,518,14996,686,2640,135653.1672113693,1675386.8327886306,928013.6127993535,87416.98838080082
2026-07-14,East,Product A,458,13094,577,2100,99983.35957426135,1111716.6404257386,632902.4753665184,66668.60323605617
2026-07-14,East,Product B,510,14513,694,2280,105322.41580280096,1476997.584197199,866724.8249331081,94383.95209725585
2026-07-14,East,Product C,539,15471,761,2460,111552.63829732273,1760507.3617026773,1033329.1010406113,76778.63900421679
2026-07-14,East,Product D,561,16199,726,2640,169100.71775565526,1747539.2822443447,1047096.467780584,80402.33744309282
2026-07-14,West,Product A,530,14980,756,2100,141378.604176813,1446221.395823187,783449.2613129151,82662.20479289243
2026-07-14,West,Product B,537,15548,749,2280,70503.74331098498,1637216.256689015,885701.9536718925,70877.05238721217
2026-07-14,West,Product C,556,15888,685,2460,97353.20243085588,1587746.797569144,915428.2516237266,87963.92320922638
2026-07-14,West,Product D,605,17207,699,2640,96719.70706640363,1748640.2929335963,952338.9275601521,73893.39685201389
2026-07-15,North,Product A,374,10504,475,2100,46180.15160014299,951319.8483998571,517734.679360036,55764.70668847993
2026-07-15,North,Product B,479,13735,555,2280,83587.79445230988,1181812.2055476902,679924.3183257134,51868.06776497172
2026-07-15,North,Product C,447,12922,563,2460,83462.93947044782,1301517.0605295522,693200.5478271847,53961.8794472768
2026-07-15,North,Product D,501,14223,661,2640,84298.74703250082,1660741.2529674992,927447.8886939345,74635.37947688223
2026-07-15,South,Product A,439,12439,513,2100,71542.17923887601,1005757.820761124,558348.0670770701,56536.031981702785
2026-07-15,South,Product B,498,14262,650,2280,105664.94520960869,1376335.0547903914,724117.263320443,51035.33267260001
2026-07-15,South,Product C,551,15700,686,2460,96992.01534884673,1590567.9846511532,830975.2288822071,60671.97590110088
2026-07-15,South,Product D,497,14162,696,2640,85188.39458894807,1752251.605411052,932481.5179995452,111447.43431784274
2026-07-15,East,Product A,470,13509,588,2100,106951.2228699562,1127848.7771300438,678623.5056284957,46376.24009903997
2026-07-15,East,Product B,544,15908,654,2280,59965.87203142998,1431154.12796857,800904.1693686473,96839.26600004474
2026-07-15,East,Product C,569,16201,774,2460,97429.19970744227,1806610.8002925578,1092389.703628268,73604.40093671043
2026-07-15,East,Product D,563,16214,687,2640,112574.19353688278,1701105.8064631172,983765.1890594999,102925.70999511275
2026-07-15,West,Product A,500,14339,616,2100,114782.92101063383,1178817.078989366,614729.3449602411,78076.89962638823
2026-07-15,West,Product B,511,14527,657,2280,120758.84794529609,1377201.1520547038,787571.3184969154,66154.6443184944
2026-07-15,West,Product C,516,14564,737,2460,111783.0381009951,1701236.9618990049,1010863.1770086155,105667.02366088424
2026-07-15,West,Product D,559,15862,702,2640,158303.9350397382,1694976.0649602618,893472.1440539185,69551.8778959053
2026-07-16,North,Product A,383,10976,539,2100,72418.82101305886,1059481.1789869412,640115.0049591245,48067.75112298683
2026-07-16,North,Product B,466,13258,573,2280,52829.43931616077,1253610.5606838393,733504.9686922784,70213.94088372911
2026-07-16,North,Product C,482,13876,576,2460,111241.19576448828,1305718.8042355117,711061.4513468898,48397.94289834528
2026-07-16,North,Product D,499,14460,629,2640,91304.36120639657,1569255.6387936035,819030.8682633615,66455.48691319648
2026-07-16,South,Product A,490,13962,597,2100,106658.28158188213,1147041.7184181178,643448.3290965885,52733.27751368259
2026-07-16,South,Product B,537,15158,629,2280,105042.24711522664,1329077.7528847733,729663.6000468156,77304.97678540648
2026-07-16,South,Product C,525,15031,606,2460,85339.28734073424,1405420.7126592658,752187.8540680044,96147.62857912687
2026-07-16,South,Product D,519,14850,736,2640,150909.87649070143,1792130.1235092985,941588.8881737012,91141.25720303522
2026-07-16,East,Product A,418,11863,519,2100,52298.24982540508,1037601.7501745949,555193.2550839098,59576.41206628847
2026-07-16,East,Product B,532,15248,732,2280,103209.04894498205,1565750.951055018,836602.1739673765,100987.62210770523
2026-07-16,East,Product C,516,14903,658,2460,69617.08539712615,1549062.9146028738,805946.2603231735,67411.80659788857
2026-07-16,East,Product D,563,15768,659,2640,124147.58092096126,1615612.4190790388,984527.3580109274,60663.63804438523
2026-07-16,West,Product A,497,14331,630,2100,104759.98139935908,1218240.0186006408,703065.3049297519,52236.79873081421
2026-07-16,West,Product B,545,15650,632,2280,102347.56693186326,1338612.4330681367,748419.4864232481,86010.37141741096
2026-07-16,West,Product C,596,17001,803,2460,111517.62101360259,1863862.3789863973,1062344.4637826867,71670.56369855252
2026-07-16,West,Product D,596,17030,796,2640,156411.09300806132,1945028.9069919386,1081361.2585247983,73873.75811280758
2026-07-17,North,Product A,433,12347,603,2100,57153.022730286786,1209146.9772697133,643316.1089445987,59560.84137619786
2026-07-17,North,Product B,481,13721,662,2280,61561.05450611541,1447798.9454938846,834522.8555190762,57074.14561666337
2026-07-17,North,Product C,416,11790,486,2460,86278.30264947274,1109281.6973505272,662714.4960794022,49666.362889957156
2026-07-17,North,Product D,510,14650,651,2640,110493.48667400783,1608146.5133259923,936272.2563702974,110880.17887551362
2026-07-17,South,Product A,492,14049,691,2100,96135.11329647533,1354964.8867035247,763799.2026371247,51273.29562910171
2026-07-17,South,Product B,458,13131,549,2280,103866.69298013652,1147853.3070198635,608951.055950213,40609.137517928204
2026-07-17,South,Product C,522,14828,700,2460,125107.90621740061,1596892.0937825993,954222.4169559836,72254.02683682565
2026-07-17,South,Product D,485,13868,609,2640,71201.40318361085,1536558.5968163891,882397.3848047942,78036.461517736
2026-07-17,East,Product A,502,14316,615,2100,54496.579826830304,1237003.4201731696,680082.1164008871,50597.89664042911
2026-07-17,East,Product B,523,14796,739,2280,137371.06298045933,1547548.9370195407,870256.593644091,96713.56678512374
2026-07-17,East,Product C,546,15676,748,2460,79673.53977241382,1760406.460227586,1047493.6785320671,63838.09364557497
2026-07-17,East,Product D,581,16580,779,2640,90782.36642699297,1965777.633573007,1172281.3441517714,71758.7261806613
2026-07-17,West,Product A,528,15217,739,2100,88284.2419752777,1463615.7580247223,799118.8541804333,86572.64594395457
2026-07-17,West,Product B,566,16085,679,2280,68182.87291874092,1479937.1270812592,772092.3229317215,72559.003529506
2026-07-17,West,Product C,566,16297,686,2460,102897.16533609325,1584662.8346639068,863461.6945057482,104536.10187922716
2026-07-17,West,Product D,587,16650,714,2640,133647.2206860804,1751312.7793139196,1045323.763531353,111584.75852498304
2026-07-18,North,Product A,389,11161,462,2100,39998.86133286334,930201.1386671367,567357.2829127151,38005.78524566418
2026-07-18,North,Product B,405,11693,466,2280,44467.451486785,1018012.548513215,534949.755436145,62511.349138947204
2026-07-18,North,Product C,409,11600,524,2460,102801.31971224549,1186238.6802877546,693726.393151914,53047.69577476543
2026-07-18,North,Product D,514,14601,601,2640,141821.43162878597,1444818.568371214,791245.4836699719,93427.32380851121
2026-07-18,South,Product A,458,13136,538,2100,65373.81590618283,1064426.1840938171,637573.2728724125,71131.4248620406
2026-07-18,South,Product B,535,15443,653,2280,105702.18580157033,1383137.8141984297,804238.8437841309,85016.93290941526
2026-07-18,South,Product C,461,13123,648,2460,110690.39644938355,1483389.6035506164,816172.4858706945,93633.80490936835
2026-07-18,South,Product D,504,14439,687,2640,102059.2738193077,1711620.7261806922,899715.1913582002,84896.25370364594
2026-07-18,East,Product A,488,14031,620,2100,75521.39907585514,1226478.600924145,669265.6186193371,80434.49132863361
2026-07-18,East,Product B,519,14753,717,2280,127284.99206631177,1507475.0079336884,902409.8638725717,70698.25504463607
2026-07-18,East,Product C,538,15302,727,2460,157700.28335764408,1630719.716642356,940757.6700208671,86408.14747910741
2026-07-18,East,Product D,561,15954,733,2640,157955.6582624466,1777164.3417375535,935045.069515233,62277.703045535
2026-07-18,West,Product A,500,14295,701,2100,86055.31915492246,1386044.6808450776,817130.9913300191,48733.26573602324
2026-07-18,West,Product B,639,18221,875,2280,162273.73604901155,1832726.2639509884,1111609.358591979,107067.53628894401
2026-07-18,West,Product C,552,15736,645,2460,106564.93754474685,1480135.0624552532,824530.2667610039,52144.748948097746
2026-07-18,West,Product D,573,16388,728,2640,97428.57131118342,1824491.4286888165,1037826.9294916476,116371.40368346794
2026-07-19,North,Product A,444,12699,599,2100,51004.69825579667,1206895.3017442033,674483.5877155652,52522.182337352075
2026-07-19,North,Product B,413,11867,483,2280,62712.004719530865,1038527.9952804692,632935.9838969866,70536.53414183833
2026-07-19,North,Product C,477,13614,628,2460,131527.60117884274,1413352.3988211572,753619.6698398213,89265.6415515289
2026-07-19,North,Product D,497,14181,638,2640,71111.85385191842,1613208.1461480816,937342.285952914,62031.84641776197
2026-07-19,South,Product A,421,12005,536,2100,89277.91705736429,1036322.0829426358,619517.2839091631,67052.74230502281
2026-07-19,South,Product B,473,13484,656,2280,131440.41895861304,1364239.581041387,729551.8831853833,78755.48021875873
2026-07-19,South,Product C,531,15215,765,2460,119626.02131329231,1762273.9786867078,945244.5020737018,119425.98891719528
2026-07-19,South,Product D,498,14229,616,2640,90608.61125499429,1535631.3887450057,842409.4787265419,64592.81272076932
2026-07-19,East,Product A,474,13384,655,2100,94360.02841685632,1281139.9715831436,769787.4475578197,71080.93739383346
2026-07-19,East,Product B,466,13338,650,2280,65534.52422119226,1416465.4757788077,752945.2895356567,81609.10106140558
2026-07-19,East,Product C,555,15688,672,2460,67292.64723228847,1585827.3527677115,845726.6712854152,56925.86426182813
2026-07-19,East,Product D,531,15106,701,2640,130774.98661708907,1719865.013382911,1009677.005754419,109671.13291761653
2026-07-19,West,Product A,542,15421,780,2100,130200.66325871758,1507799.3367412824,806645.4533201047,59095.68275491143
2026-07-19,West,Product B,512,14725,740,2280,117440.50732100925,1569759.4926789908,835998.0045815243,97649.28774836459
2026-07-19,West,Product C,552,15737,793,2460,98259.31995998451,1852520.6800400154,1010448.5806300525,91440.24567931349
2026-07-19,West,Product D,545,15636,748,2640,105176.31926671861,1869543.6807332814,1012481.0086067877,106355.67855439275
2026-07-20,North,Product A,460,12935,558,2100,93075.275433775,1078724.724566225,643854.8808129685,74281.38314364947
2026-07-20,North,Product B,442,12594,522,2280,92212.23694540508,1097947.7630545949,632521.5581638393,38521.07362216058
2026-07-20,North,Product C,499,14359,629,2460,111948.29726043512,1435391.702739565,842869.7770379364,95801.36720641647
2026-07-20,North,Product D,540,15269,702,2640,126386.5209960836,1726893.4790039165,952890.8447137108,60969.80756668948
2026-07-20,South,Product A,446,12736,577,2100,73595.37697436172,1138104.6230256383,603297.7682367631,51316.3195981355
2026-07-20,South,Product B,446,12730,569,2280,78665.98013147339,1218654.0198685266,681404.5988074212,82796.65378344804
2026-07-20,South,Product C,530,15082,764,2460,116960.1024786411,1762479.897521359,939981.5807979828,102306.38470943827
2026-07-20,South,Product D,528,15158,741,2640,171960.3749576578,1784279.625042342,1043363.0018614992,85257.85339520061
2026-07-20,East,Product A,505,14472,702,2100,95663.50626433133,1378536.4937356687,799621.2611878084,71879.09287674984
2026-07-20,East,Product B,576,16366,731,2280,104939.8733883148,1561740.1266116851,843270.1331333048,98340.77827276653
2026-07-20,East,Product C,527,14946,720,2460,132259.35430515706,1638940.645694843,922028.6545546345,60795.663449641674
2026-07-20,East,Product D,588,16862,683,2640,138571.94098659197,1664548.0590134081,936851.5027883507,108698.94861087641
2026-07-20,West,Product A,507,14354,683,2100,63640.542245759876,1370659.4577542401,731843.1415563574,48099.42883904527
2026-07-20,West,Product B,561,15955,798,2280,156192.69364932005,1663247.30635068,1011203.4122158496,59583.81843827506
2026-07-20,West,Product C,599,17219,819,2460,101021.74468162614,1913718.255318374,1128868.1589113097,81045.78826488197
2026-07-20,West,Product D,600,17121,740,2640,78687.53433540392,1874912.465664596,1063578.5428288877,81073.41696685816
2026-07-21,North,Product A,466,13347,628,2100,58179.70018996646,1260620.2998100335,690537.6979031063,83498.65994383687
2026-07-21,North,Product B,447,12705,601,2280,60722.532299242215,1309557.4677007578,771086.1995989243,78471.83856140432
2026-07-21,North,Product C,473,13427,595,2460,104449.73450027771,1359250.2654997222,769890.4535397488,55834.888172567946
