date,region,product,stock_available,stockouts
2026-07-26,East,Product D,1951.581201182034,3
2026-07-26,West,Product A,1538.606461900667,4
2026-07-26,West,Product B,1536.6732712849594,0
2026-07-26,West,Product C,1245.7963051031697,2
2026-07-26,West,Product D,1367.060899588477,1
2026-07-27,North,Product A,1481.289377249392,3
2026-07-27,North,Product B,1471.259582408715,0
2026-07-27,North,Product C,1461.636289125242,5
2026-07-27,North,Product D,1528.3910966467968,1
2026-07-27,South,Product A,1726.8599180263218,5
2026-07-27,South,Product B,1446.646649150962,1
2026-07-27,South,Product C,1327.1573215702938,0
2026-07-27,South,Product D,1373.320520104921,5
2026-07-27,East,Product A,1335.6716358276883,4
2026-07-27,East,Product B,1331.6641354021956,3
2026-07-27,East,Product C,1428.5225260398122,0
2026-07-27,East,Product D,1542.4824010585123,0
2026-07-27,West,Product A,1494.5287306413422,5
2026-07-27,West,Product B,1604.957513817292,4
2026-07-27,West,Product C,1564.3882727989562,1
2026-07-27,West,Product D,1427.2056634825562,3
2026-07-28,North,Product A,1520.9812153099854,3
2026-07-28,North,Product B,1325.0069082057023,4
2026-07-28,North,Product C,1347.0425439641735,0
2026-07-28,North,Product D,1376.2499389200727,4
2026-07-28,South,Product A,1628.1327175446177,1
2026-07-28,South,Product B,1503.8153922161173,4
2026-07-28,South,Product C,1475.0378031395928,2
2026-07-28,South,Product D,1545.2320563443961,2
2026-07-28,East,Product A,1484.586995163197,4
2026-07-28,East,Product B,1588.1720186877249,4
2026-07-28,East,Product C,1534.765714982902,7
2026-07-28,East,Product D,1590.777271943617,2
2026-07-28,West,Product A,1592.6438842531434,0
2026-07-28,West,Product B,1562.9001436778426,0
2026-07-28,West,Product C,1469.4345877983908,4
2026-07-28,West,Product D,1467.4313042632994,0
2026-07-29,North,Product A,1460.7339757548682,3
2026-07-29,North,Product B,1593.2570713407838,0
2026-07-29,North,Product C,1529.826616056196,3
2026-07-29,North,Product D,1506.1650990218852,4
2026-07-29,South,Product A,1313.2648987757063,5
2026-07-29,South,Product B,1501.4075130549252,6
2026-07-29,South,Product C,1419.3852758310497,1
2026-07-29,South,Product D,1411.1349199730444,1
2026-07-29,East,Product A,1362.8458890719805,0
2026-07-29,East,Product B,1450.4184187599587,1
2026-07-29,East,Product C,1315.2622552719736,4
2026-07-29,East,Product D,1554.6065014688015,0
2026-07-29,West,Product A,1526.9321366699658,3
2026-07-29,West,Product B,1476.825592785641,2
2026-07-29,West,Product C,1639.088179940821,2
2026-07-29,West,Product D,1534.6169427954146,0
2026-07-30,North,Product A,1654.3706724283861,3
2026-07-30,North,Product B,1566.2520513246998,2
2026-07-30,North,Product C,1475.8909626709574,4
2026-07-30,North,Product D,1787.7755547058837,2
2026-07-30,South,Product A,1563.3869791337613,1
2026-07-30,South,Product B,1258.8405543959968,3
2026-07-30,South,Product C,1439.6214933485637,0
2026-07-30,South,Product D,1428.1661065291764,1
2026-07-30,East,Product A,1541.3512036614643,1
2026-07-30,East,Product B,1526.1766344024782,0
2026-07-30,East,Product C,1411.590507623483,0
2026-07-30,East,Product D,1412.8086994467135,3
2026-07-30,West,Product A,1432.0069034807739,1
2026-07-30,West,Product B,1549.1505310790535,2
2026-07-30,West,Product C,1545.2524417736736,4
2026-07-30,West,Product D,1527.889809064091,2
2026-07-31,North,Product A,1389.3522299254553,3
2026-07-31,North,Product B,1571.873687659219,4
2026-07-31,North,Product C,1528.5474378897593,3
2026-07-31,North,Product D,1568.3857334420036,6
2026-07-31,South,Product A,1375.9427050722857,1
2026-07-31,South,Product B,1439.665204879562,0
2026-07-31,South,Product C,1588.2054691915785,1
2026-07-31,South,Product D,1536.6401976859665,1
2026-07-31,East,Product A,1605.090263924936,0
2026-07-31,East,Product B,1557.1554548181725,0
2026-07-31,East,Product C,1505.3590838476275,3
2026-07-31,East,Product D,1443.6079094323445,4
2026-07-31,West,Product A,1617.983737757954,3
2026-07-31,West,Product B,1502.4257372440286,0
2026-07-31,West,Product C,1684.500895439991,3
2026-07-31,West,Product D,1460.0601314312528,1
2026-08-01,North,Product A,1324.8218518310978,7
2026-08-01,North,Product B,1567.1508360366497,3
2026-08-01,North,Product C,1658.2710745475501,1
2026-08-01,North,Product D,1339.3210957949686,2
2026-08-01,South,Product A,1317.0475629470916,8
2026-08-01,South,Product B,1378.0542676659759,2
2026-08-01,South,Product C,1300.6457111087334,4
2026-08-01,South,Product D,1442.5988025534914,1
2026-08-01,East,Product A,1311.8376085046123,6
2026-08-01,East,Product B,1428.5573044729942,4
2026-08-01,East,Product C,1620.4681077012824,4
2026-08-01,East,Product D,1546.3986972271393,5
2026-08-01,West,Product A,1034.6102312232051,19
2026-08-01,West,Product B,1123.8349492513528,15
2026-08-01,West,Product C,1313.584424788975,10
2026-08-01,West,Product D,1024.1526226302283,20
2026-08-02,North,Product A,1250.8151585169066,3
2026-08-02,North,Product B,1559.064731127276,0
2026-08-02,North,Product C,1530.7308684639518,2
2026-08-02,North,Product D,1619.6161474532576,5
2026-08-02,South,Product A,1166.7343866830472,5
2026-08-02,South,Product B,1378.8527436532356,3
2026-08-02,South,Product C,1389.365593640708,4
2026-08-02,South,Product D,1485.3601840297576,2
2026-08-02,East,Product A,1224.5051152829903,6
2026-08-02,East,Product B,1438.649594148631,5
2026-08-02,East,Product C,1599.865180233281,3
2026-08-02,East,Product D,1555.876313932653,4
2026-08-02,West,Product A,1073.2891663543298,16
2026-08-02,West,Product B,1156.876780821393,8
2026-08-02,West,Product C,1126.6880101260454,13
2026-08-02,West,Product D,1416.667019549674,8
2026-08-03,North,Product A,1448.317484088017,11
2026-08-03,North,Product B,1441.8864169793426,2
2026-08-03,North,Product C,1473.2523429475984,6
2026-08-03,North,Product D,1457.8502297954772,2
2026-08-03,South,Product A,1241.5298612852864,8
2026-08-03,South,Product B,1509.2102501639968,1
2026-08-03,South,Product C,1671.0487803083786,4
2026-08-03,South,Product D,1766.880429060763,3
2026-08-03,East,Product A,1334.4331706483065,9
2026-08-03,East,Product B,1443.8291343327833,4
2026-08-03,East,Product C,1406.9766567325823,1
2026-08-03,East,Product D,1469.6568945147824,3
2026-08-03,West,Product A,938.5747885271084,15
2026-08-03,West,Product B,1252.3120569794655,11
2026-08-03,West,Product C,1194.091638666873,14
2026-08-03,West,Product D,1271.442379475738,10
2026-08-04,North,Product A,1227.5871560329704,7
2026-08-04,North,Product B,1559.8778203090699,3
2026-08-04,North,Product C,1602.355406584235,5
2026-08-04,North,Product D,1554.2181608294552,4
2026-08-04,South,Product A,1271.8853700439367,7
2026-08-04,South,Product B,1766.2815357361658,0
2026-08-04,South,Product C,1484.0535378464137,4
2026-08-04,South,Product D,1298.3225568711905,4
2026-08-04,East,Product A,1189.4281177667617,9
2026-08-04,East,Product B,1607.1386582916016,0
2026-08-04,East,Product C,1533.499630732464,1
2026-08-04,East,Product D,1228.0148762166477,3
2026-08-04,West,Product A,1155.45852911619,20
2026-08-04,West,Product B,1273.205774958818,16
2026-08-04,West,Product C,1143.4684283696677,17
2026-08-04,West,Product D,1357.365306798583,11
2026-08-05,North,Product A,1303.8307879243523,8
2026-08-05,North,Product B,1674.0550717564254,3
2026-08-05,North,Product C,1603.2882310607315,0
2026-08-05,North,Product D,1579.132970927022,0
2026-08-05,South,Product A,1362.9679397991356,8
2026-08-05,South,Product B,1734.2643094546077,3
2026-08-05,South,Product C,1455.3241764188729,0
2026-08-05,South,Product D,1521.1230324211979,5
2026-08-05,East,Product A,1336.1430112186697,6
2026-08-05,East,Product B,1213.7640938661611,3
2026-08-05,East,Product C,1522.813338111645,2
2026-08-05,East,Product D,1754.69674003005,6
2026-08-05,West,Product A,986.2899951102407,18
2026-08-05,West,Product B,1076.576922412675,14
2026-08-05,West,Product C,1190.7968771471717,13
2026-08-05,West,Product D,1495.6824805625083,15
2026-08-06,North,Product A,1101.5461858873646,9
2026-08-06,North,Product B,1573.819806344627,0
2026-08-06,North,Product C,1448.974797936185,0
2026-08-06,North,Product D,1480.249352464495,3
2026-08-06,South,Product A,1370.5692460029202,8
2026-08-06,South,Product B,1644.0491530273282,3
2026-08-06,South,Product C,1443.179025699379,4
2026-08-06,South,Product D,1577.796089928549,4
2026-08-06,East,Product A,1379.168927542672,4
2026-08-06,East,Product B,1437.9625851961218,3
2026-08-06,East,Product C,1629.6632774451555,1
2026-08-06,East,Product D,1299.6254362031427,3
2026-08-06,West,Product A,1146.66159373349,17
2026-08-06,West,Product B,1318.2270770066343,19
2026-08-06,West,Product C,1216.1970179488194,10
2026-08-06,West,Product D,1282.794768577729,15
2026-08-07,North,Product A,1204.070814567819,9
2026-08-07,North,Product B,1324.3904778357835,2
2026-08-07,North,Product C,1290.2586810082548,1
2026-08-07,North,Product D,1415.2532572798123,8
2026-08-07,South,Product A,1456.8182884928274,6
2026-08-07,South,Product B,1437.6946022003308,3
2026-08-07,South,Product C,1483.1945841427348,2
2026-08-07,South,Product D,1508.9901665314067,0
2026-08-07,East,Product A,1233.6055007561326,7
2026-08-07,East,Product B,1472.5226240936229,2
2026-08-07,East,Product C,1593.4509408367223,1
2026-08-07,East,Product D,1673.6647812409883,5
2026-08-07,West,Product A,983.2459814592748,12
2026-08-07,West,Product B,1216.7806219831334,11
2026-08-07,West,Product C,1018.2413561976196,19
2026-08-07,West,Product D,866.8555347426218,14
2026-08-08,North,Product A,1303.2222930140122,6
2026-08-08,North,Product B,1437.4446642188934,1
2026-08-08,North,Product C,1442.2719910011676,5
2026-08-08,North,Product D,1507.4925379637614,2
2026-08-08,South,Product A,1334.9441307875593,6
2026-08-08,South,Product B,1312.3176921557679,1
2026-08-08,South,Product C,1324.7561511809927,2
2026-08-08,South,Product D,1305.738942941689,4
2026-08-08,East,Product A,1338.4586489453015,6
2026-08-08,East,Product B,1851.3937061140155,0
2026-08-08,East,Product C,1454.7532518664289,2
2026-08-08,East,Product D,1516.410979090258,2
2026-08-08,West,Product A,941.164947138501,17
2026-08-08,West,Product B,1175.7581934248462,14
2026-08-08,West,Product C,1320.3170334904403,11
2026-08-08,West,Product D,1291.642453494102,9
2026-08-09,North,Product A,1252.7758386523537,8
2026-08-09,North,Product B,1338.1818670272257,1
2026-08-09,North,Product C,1505.5158886541308,2
2026-08-09,North,Product D,1467.0533749083243,3
2026-08-09,South,Product A,1528.1659359359357,9
2026-08-09,South,Product B,1627.3151522507596,1
2026-08-09,South,Product C,1369.039623101446,4
2026-08-09,South,Product D,1515.3367150394174,4
2026-08-09,East,Product A,1064.834418048384,3
2026-08-09,East,Product B,1532.1832016967796,2
2026-08-09,East,Product C,1617.315112896307,0
2026-08-09,East,Product D,1425.464508668319,4
2026-08-09,West,Product A,1085.8197366409524,17
2026-08-09,West,Product B,981.1506383324322,18
2026-08-09,West,Product C,1245.2902552061696,15
2026-08-09,West,Product D,1233.4787924639666,10
2026-08-10,North,Product A,1366.6288689657306,8
2026-08-10,North,Product B,1362.210582131701,0
2026-08-10,North,Product C,1490.6990088791545,4
2026-08-10,North,Product D,1548.2167594596403,1
2026-08-10,South,Product A,1120.2312262785435,5
2026-08-10,South,Product B,1687.2963957438576,5
2026-08-10,South,Product C,1313.0061548213566,1
2026-08-10,South,Product D,1452.6042185055364,4
2026-08-10,East,Product A,1203.963103185612,6
2026-08-10,East,Product B,1430.7638736824565,2
2026-08-10,East,Product C,1594.2234462985298,2
2026-08-10,East,Product D,1460.8503249608061,4
2026-08-10,West,Product A,977.2894239290345,21
2026-08-10,West,Product B,1051.563840363503,14
2026-08-10,West,Product C,1142.977762354607,9
2026-08-10,West,Product D,1358.046733229235,16
2026-08-11,North,Product A,1581.4176508296528,3
2026-08-11,North,Product B,1532.831481063676,4
2026-08-11,North,Product C,1394.33588182014,2
2026-08-11,North,Product D,1475.6775159929666,1
2026-08-11,South,Product A,1467.3592573252536,12
2026-08-11,South,Product B,1552.4285806590162,3
2026-08-11,South,Product C,1679.5318824661706,7
2026-08-11,South,Product D,1643.7317760947833,5
2026-08-11,East,Product A,1531.4629738803922,6
2026-08-11,East,Product B,1471.1842894179474,0
2026-08-11,East,Product C,1433.2251445808909,6
2026-08-11,East,Product D,1535.2674872902487,1
2026-08-11,West,Product A,1117.19922984819,18
2026-08-11,West,Product B,1247.178424192416,14
2026-08-11,West,Product C,1238.8475991639289,19
2026-08-11,West,Product D,1130.932674744344,12
2026-08-12,North,Product A,1382.4455935018793,2
2026-08-12,North,Product B,1448.9227200553235,2
2026-08-12,North,Product C,1352.281779252944,3
2026-08-12,North,Product D,1538.219913331289,4
2026-08-12,South,Product A,1279.968144889591,5
2026-08-12,South,Product B,1333.0997683864728,2
2026-08-12,South,Product C,1790.8306390786465,6
2026-08-12,South,Product D,1719.4645445871656,0
2026-08-12,East,Product A,1351.6609737049675,7
2026-08-12,East,Product B,1483.4529717380844,1
2026-08-12,East,Product C,1632.347709145376,7
2026-08-12,East,Product D,1144.5722085175553,0
2026-08-12,West,Product A,919.6512448079734,24
2026-08-12,West,Product B,1320.6031904902102,13
2026-08-12,West,Product C,1386.9198477335158,13
2026-08-12,West,Product D,1284.762290248099,20
2026-08-13,North,Product A,1202.232135485032,5
2026-08-13,North,Product B,1522.3934842887866,5
2026-08-13,North,Product C,1358.7776955386496,3
2026-08-13,North,Product D,1498.5585497524937,0
2026-08-13,South,Product A,1087.4216909779448,9
2026-08-13,South,Product B,1385.5828170274808,5
2026-08-13,South,Product C,1422.0704745806745,4
2026-08-13,South,Product D,1476.5315145601369,2
2026-08-13,East,Product A,1329.6270898130058,8
2026-08-13,East,Product B,1383.6700912781014,4
2026-08-13,East,Product C,1429.8641076214706,2
2026-08-13,East,Product D,1521.7603418361907,1
2026-08-13,West,Product A,984.6451948824453,22
2026-08-13,West,Product B,1122.0755477911687,18
2026-08-13,West,Product C,1096.299531178291,10
2026-08-13,West,Product D,1168.8305554358326,14
2026-08-14,North,Product A,1274.0706103903244,5
2026-08-14,North,Product B,1423.233090484388,2
2026-08-14,North,Product C,1460.7972118358339,0
2026-08-14,North,Product D,1637.1051592915117,1
2026-08-14,South,Product A,1515.1005564171153,6
2026-08-14,South,Product B,1304.7536428668968,2
2026-08-14,South,Product C,1462.462420997422,1
2026-08-14,South,Product D,1607.6207368900289,1
2026-08-14,East,Product A,1379.0914908681696,8
2026-08-14,East,Product B,1764.7168154980948,5
2026-08-14,East,Product C,1255.4313489843323,2
2026-08-14,East,Product D,1547.1133854277225,0
2026-08-14,West,Product A,1004.9407420675817,19
2026-08-14,West,Product B,1163.2533673255718,10
2026-08-14,West,Product C,1266.8741874739735,14
2026-08-14,West,Product D,1179.8803814735315,20
2026-08-15,North,Product A,1377.7613200542996,2
2026-08-15,North,Product B,1347.3511016186262,2
2026-08-15,North,Product C,1510.0417394140093,2
2026-08-15,North,Product D,1489.5470861886233,3
2026-08-15,South,Product A,1534.32711172169,7
2026-08-15,South,Product B,1642.8267722552125,0
2026-08-15,South,Product C,1622.7183243209158,2
2026-08-15,South,Product D,1784.868604617583,5
2026-08-15,East,Product A,1321.6773405787235,11
2026-08-15,East,Product B,1446.0121132419247,4
2026-08-15,East,Product C,1458.8696451205103,2
2026-08-15,East,Product D,1391.6821446177755,1
2026-08-15,West,Product A,911.42132984139,16
2026-08-15,West,Product B,1331.6723299619362,10
2026-08-15,West,Product C,1182.0549851143985,16
2026-08-15,West,Product D,1159.9207258913805,13
2026-08-16,North,Product A,1345.0689705979173,2
2026-08-16,North,Product B,1511.3122720713181,3
2026-08-16,North,Product C,1472.498161508858,1
2026-08-16,North,Product D,1311.4461238007382,3
2026-08-16,South,Product A,1432.5205407706173,12
2026-08-16,South,Product B,1545.0829329833934,2
2026-08-16,South,Product C,1446.7405949614167,2
2026-08-16,South,Product D,1694.917968190537,1
2026-08-16,East,Product A,1260.431459377791,6
2026-08-16,East,Product B,1640.2492706171065,3
2026-08-16,East,Product C,1481.1948206325976,3
2026-08-16,East,Product D,1532.8139558516368,3
2026-08-16,West,Product A,1164.3853502500242,19
2026-08-16,West,Product B,1352.2136693105522,18
2026-08-16,West,Product C,1103.970434007093,16
2026-08-16,West,Product D,1146.611773305325,10
2026-08-17,North,Product A,1186.2898406223612,8
2026-08-17,North,Product B,1580.9531623454702,4
2026-08-17,North,Product C,1388.287430979269,5
2026-08-17,North,Product D,1353.0975144124513,2
2026-08-17,South,Product A,1382.6706761148096,3
2026-08-17,South,Product B,1411.9301018210751,4
2026-08-17,South,Product C,1407.2020922849565,5
2026-08-17,South,Product D,1459.4580355216744,2
2026-08-17,East,Product A,1279.7477121549796,8
2026-08-17,East,Product B,1514.1113444414643,3
2026-08-17,East,Product C,1549.3161341578573,4
2026-08-17,East,Product D,1476.1196133271987,0
2026-08-17,West,Product A,959.487485931326,14
2026-08-17,West,Product B,1237.6464602116478,11
2026-08-17,West,Product C,1188.2254329587502,21
2026-08-17,West,Product D,1241.2813732045395,16
2026-08-18,North,Product A,1194.5108538273942,9
2026-08-18,North,Product B,1437.1887501368803,3
2026-08-18,North,Product C,1534.9233501940082,5
2026-08-18,North,Product D,1522.7604708800309,2
2026-08-18,South,Product A,1115.6698619300496,8
2026-08-18,South,Product B,1448.2132535719932,0
2026-08-18,South,Product C,1552.7330585535535,0
2026-08-18,South,Product D,1420.6851834260854,7
2026-08-18,East,Product A,1400.5782393257284,9
2026-08-18,East,Product B,1496.8931857423204,3
2026-08-18,East,Product C,1492.9578598037294,3
2026-08-18,East,Product D,1479.4080014557135,0
2026-08-18,West,Product A,1088.0286329318053,22
2026-08-18,West,Product B,1245.273031854752,11
2026-08-18,West,Product C,1262.7800383349736,15
2026-08-18,West,Product D,1251.5512827406083,10
2026-08-19,North,Product A,1388.19660266257,6
2026-08-19,North,Product B,1733.791586951128,4
2026-08-19,North,Product C,1375.1464337820764,4
2026-08-19,North,Product D,1534.5356632259409,1
2026-08-19,South,Product A,1140.1356720339168,5
2026-08-19,South,Product B,1475.3280355582594,6
2026-08-19,South,Product C,1383.5225927530041,7
2026-08-19,South,Product D,1259.591418633825,2
2026-08-19,East,Product A,1385.067135291293,5
2026-08-19,East,Product B,1394.7788384206988,0
2026-08-19,East,Product C,1596.9142144961652,5
2026-08-19,East,Product D,1842.461852683452,3
2026-08-19,West,Product A,1029.9868837619633,14
2026-08-19,West,Product B,1172.7466398077388,11
2026-08-19,West,Product C,1248.2845026397954,18
2026-08-19,West,Product D,1092.4889460834625,16
2026-08-20,North,Product A,1199.699238347094,5
2026-08-20,North,Product B,1525.7321311285095,0
2026-08-20,North,Product C,1414.5749840939754,1
2026-08-20,North,Product D,1664.458713205083,4
2026-08-20,South,Product A,1448.328515667449,5
2026-08-20,South,Product B,1636.0312221671993,2
2026-08-20,South,Product C,1413.1034084005134,3
2026-08-20,South,Product D,1310.718742812907,2
2026-08-20,East,Product A,1250.1562533029432,4
2026-08-20,East,Product B,1454.9701071423156,2
2026-08-20,East,Product C,1547.8088311448637,6
2026-08-20,East,Product D,1353.6889830769464,3
2026-08-20,West,Product A,1005.3273253288545,13
2026-08-20,West,Product B,1092.1639807945198,18
2026-08-20,West,Product C,1280.8322561302114,13
2026-08-20,West,Product D,1093.116593122045,15
2026-08-21,North,Product A,1296.7451347682475,7
2026-08-21,North,Product B,1671.8613008014513,3
2026-08-21,North,Product C,1448.7459548507438,0
2026-08-21,North,Product D,1529.4175667887403,2
2026-08-21,South,Product A,1328.7700663934324,6
2026-08-21,South,Product B,1578.2044312477728,5
2026-08-21,South,Product C,1528.7297517364748,3
2026-08-21,South,Product D,1503.2777415640826,4
2026-08-21,East,Product A,1273.4464766642634,5
2026-08-21,East,Product B,1487.5303313634079,3
2026-08-21,East,Product C,1371.8080603700496,4
2026-08-21,East,Product D,1469.7503779213696,3
2026-08-21,West,Product A,1145.1490187569511,22
2026-08-21,West,Product B,1107.0297635220359,10
2026-08-21,West,Product C,1109.6860150847215,14
2026-08-21,West,Product D,1259.081378560271,18
